,병원분류명,주소,xpos,ypos,법정동,법정동코드,B_시도명,B_시군구,B_동,행정동,행정동코드,H_시도명,H_시군구,H_동
16426,의원,서울특별시 노원구 동일로 987 (공릉동),127.0750731,37.6183026,B,1135010300,서울특별시,노원구,공릉동,H,1135059500,서울특별시,노원구,공릉1동
16427,의원,서울특별시 중랑구 동일로 770 (중화동),127.0802416,37.59922921,B,1126010300,서울특별시,중랑구,중화동,H,1126060000,서울특별시,중랑구,중화1동
16428,병원,서울특별시 노원구 동일로 987 (공릉동),127.074943,37.61825438,B,1135010300,서울특별시,노원구,공릉동,H,1135059500,서울특별시,노원구,공릉1동
16429,의원,서울특별시 노원구 동일로 1005 34층 (공릉동 대정빌딩),127.0745142,37.61992689,B,1135010300,서울특별시,노원구,공릉동,H,1135059500,서울특별시,노원구,공릉1동
16430,의원,서울특별시 노원구 동일로 1003 3층 (공릉동),127.0746454,37.61970696,B,1135010300,서울특별시,노원구,공릉동,H,1135059500,서울특별시,노원구,공릉1동
16431,치과의원,서울특별시 노원구 동일로 987 2층 (공릉동),127.074943,37.61825438,B,1135010300,서울특별시,노원구,공릉동,H,1135059500,서울특별시,노원구,공릉1동
16432,의원,서울특별시 중랑구 망우로 305 7층 (상봉동 거암빌딩),127.0861455,37.5969077,B,1126010200,서울특별시,중랑구,상봉동,H,1126058000,서울특별시,중랑구,상봉1동
16433,치과의원,서울특별시 중랑구 망우로 305 4층 (상봉동),127.0861455,37.5969077,B,1126010200,서울특별시,중랑구,상봉동,H,1126058000,서울특별시,중랑구,상봉1동
16434,의원,서울특별시 서초구 서초대로77길 3 1208호 (서초동 아라타워),127.026503,37.49806055,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
16435,치과의원,서울특별시 강남구 밤고개로1길 10 209호 (수서동),127.1018458,37.48802566,B,1168011500,서울특별시,강남구,수서동,H,1168075000,서울특별시,강남구,수서동
16436,한의원,서울특별시 서대문구 증가로 123 (남가좌동),126.9237624,37.57720801,B,1141012000,서울특별시,서대문구,남가좌동,H,1141070000,서울특별시,서대문구,남가좌2동
16437,의원,서울특별시 노원구 동일로 1547 24층 (상계동 동남빌딩),127.0569339,37.6665572,B,1135010500,서울특별시,노원구,상계동,H,1135070000,서울특별시,노원구,상계8동
16438,치과의원,서울특별시 성동구 고산자로 207,127.0337319,37.5586687,B,1120010700,서울특별시,성동구,행당동,H,1120056000,서울특별시,성동구,행당1동
16439,한의원,서울특별시 강남구 일원로 35 (일원동 남경빌딩),127.0811837,37.49064017,B,1168011400,서울특별시,강남구,일원동,H,1168073000,서울특별시,강남구,일원1동
16440,한의원,서울특별시 동대문구 약령중앙로2길 10 (제기동),127.0374358,37.57866107,B,1123010300,서울특별시,동대문구,제기동,H,1123054500,서울특별시,동대문구,제기동
16441,의원,서울특별시 구로구 새말로 83 2층 (구로동),126.8890695,37.50522309,B,1153010200,서울특별시,구로구,구로동,H,1153056000,서울특별시,구로구,구로5동
16442,한의원,서울특별시 중랑구 면목로74길 13 동원시장약국 면목동 3층 (면목동),127.0883288,37.58934497,B,1126010100,서울특별시,중랑구,면목동,H,1126056500,서울특별시,중랑구,면목본동
16443,의원,서울특별시 강남구 학동로 215 씨엘타워 3층  301302305호 (논현동),127.0325682,37.51487477,B,1168010800,서울특별시,강남구,논현동,H,1168053100,서울특별시,강남구,논현2동
16444,치과의원,서울특별시 용산구 한강대로 49 3층 (한강로3가),126.963971,37.52550983,B,1117012800,서울특별시,용산구,한강로3가,H,1117062500,서울특별시,용산구,한강로동
16445,한의원,서울특별시 서초구 효령로60길 15 3층 (서초동 풍원빌딩),127.018855,37.4847199,B,1165010800,서울특별시,서초구,서초동,H,1165051000,서울특별시,서초구,서초1동
16446,한의원,서울특별시 종로구 돈화문로 67 (와룡동),126.9907491,37.57450405,B,1111013000,서울특별시,종로구,와룡동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
16447,한의원,서울특별시 금천구 독산로 141 2층 (시흥동),126.9046983,37.45988718,B,1154510300,서울특별시,금천구,시흥동,H,1154567000,서울특별시,금천구,시흥1동
16448,한의원,서울특별시 관악구 남부순환로239길 5 (봉천동),126.961253,37.47849809,B,1162010100,서울특별시,관악구,봉천동,H,1162057500,서울특별시,관악구,행운동
16449,한의원,서울특별시 영등포구 도림로31길 4 위너빌 3층 (대림동),126.8958484,37.49259733,B,1156013300,서울특별시,영등포구,대림동,H,1156072000,서울특별시,영등포구,대림3동
16450,한의원,서울특별시 관악구 신림로 264 2층 (신림동),126.9326449,37.47868707,B,1162010200,서울특별시,관악구,신림동,H,1162064500,서울특별시,관악구,서원동
16451,의원,서울특별시 강남구 도산대로1길 13 2층 (신사동 ICT TOWER),127.0198224,37.51747311,B,1168010700,서울특별시,강남구,신사동,H,1168051000,서울특별시,강남구,신사동
16452,한의원,서울특별시 마포구 토정로 222 2층 205호 (신수동 한국출판협동조합),126.9352969,37.5444979,B,1144011100,서울특별시,마포구,신수동,H,1144063000,서울특별시,마포구,신수동
16453,한의원,서울특별시 중구 다산로33다길 37 (신당동),127.0242551,37.56257796,B,1114016200,서울특별시,중구,신당동,H,1114065000,서울특별시,중구,신당5동
16454,한의원,서울특별시 강북구 도봉로 255 5층 (수유동),127.0239038,37.63114185,B,1130510300,서울특별시,강북구,수유동,H,1130561500,서울특별시,강북구,수유1동
16455,한의원,서울특별시 성북구 동소문로46길 31 1층 (하월곡동),127.0304738,37.60724254,B,1129013600,서울특별시,성북구,하월곡동,H,1129068500,서울특별시,성북구,길음2동
16456,한의원,서울특별시 구로구 경인로59길 8 태영프라자 304호 (신도림동),126.8834263,37.50639257,B,1153010100,서울특별시,구로구,신도림동,H,1153051000,서울특별시,구로구,신도림동
16457,한의원,서울특별시 강남구 도곡로 405 삼환 아르누보2 205호 (대치동),127.0546682,37.49736891,B,1168010600,서울특별시,강남구,대치동,H,1168063000,서울특별시,강남구,대치4동
16458,한의원,서울특별시 송파구 올림픽로 104 동성빌딩 2층 1호 (잠실동),127.0822649,37.51146707,B,1171010100,서울특별시,송파구,잠실동,H,1171065000,서울특별시,송파구,잠실본동
16459,치과의원,서울특별시 송파구 오금로 99,127.1078846,37.51335569,B,1171011100,서울특별시,송파구,방이동,H,1171056200,서울특별시,송파구,방이2동
16460,한의원,서울특별시 금천구 디지털로10길 78 가산테라타워 223224호 (가산동),126.8897367,37.47454514,B,1154510100,서울특별시,금천구,가산동,H,1154551000,서울특별시,금천구,가산동
16461,치과의원,서울특별시 강남구 언주로 825,127.0327621,37.52383298,B,1168010700,서울특별시,강남구,신사동,H,1168054500,서울특별시,강남구,압구정동
16462,한의원,서울특별시 송파구 송파대로 167 A동 2층 212호 (문정동 문정역테라타워),127.1209314,37.48466312,B,1171010800,서울특별시,송파구,문정동,H,1171064200,서울특별시,송파구,문정2동
16463,치과의원,서울특별시 성북구 화랑로 265 2층 201202호 (장위동 H하우스 장위),127.0581847,37.61180951,B,1129013800,서울특별시,성북구,장위동,H,1129077000,서울특별시,성북구,장위2동
16464,한의원,서울특별시 영등포구 국회대로74길 20 309호 (여의도동 맨하탄21리빙텔),126.9215527,37.52960505,B,1156011000,서울특별시,영등포구,여의도동,H,1156054000,서울특별시,영등포구,여의동
16465,의원,서울특별시 강동구 고덕로 262 고덕역 효성해링턴 타워 더퍼스트 402~403호 (명일동),127.1546222,37.55466766,B,1174010100,서울특별시,강동구,명일동,H,1174054000,서울특별시,강동구,명일2동
16466,의원,서울특별시 강남구 논현로 868 구정빌딩 4층 402호 (신사동),127.0288841,37.52608483,B,1168010700,서울특별시,강남구,신사동,H,1168054500,서울특별시,강남구,압구정동
16467,의원,서울특별시 강남구 삼성로 212,127.0639563,37.49532387,B,1168010600,서울특별시,강남구,대치동,H,1168061000,서울특별시,강남구,대치2동
16468,의원,서울특별시 은평구 은평로 104 4층 (응암동),126.9198533,37.59972983,B,1138010700,서울특별시,은평구,응암동,H,1138058000,서울특별시,은평구,응암1동
16469,한의원,서울특별시 성동구 무학로 33 151동 204호 (하왕십리동 왕십리뉴타운1구역상가),127.0262108,37.56771284,B,1120010200,서울특별시,성동구,하왕십리동,H,1120053500,서울특별시,성동구,왕십리도선동
16470,한의원,서울특별시 송파구 올림픽로 124 201호 (잠실동),127.0844554,37.51139948,B,1171010100,서울특별시,송파구,잠실동,H,1171065000,서울특별시,송파구,잠실본동
16471,치과의원,서울특별시 관악구 관악로 306 2동 202호 (봉천동 현대상가),126.9567687,37.49104218,B,1162010100,서울특별시,관악구,봉천동,H,1162054500,서울특별시,관악구,청림동
16472,치과의원,서울특별시 노원구 공릉로35길 2 2층 (공릉동),127.0791615,37.62291874,B,1135010300,서울특별시,노원구,공릉동,H,1135060000,서울특별시,노원구,공릉2동
16473,치과의원,서울특별시 노원구 공릉로 149 (공릉동),127.0792946,37.62343005,B,1135010300,서울특별시,노원구,공릉동,H,1135060000,서울특별시,노원구,공릉2동
16474,병원,서울특별시 강남구 언주로174길 15 (신사동 구정빌딩),127.035234,37.52851221,B,1168010700,서울특별시,강남구,신사동,H,1168054500,서울특별시,강남구,압구정동
16475,의원,서울특별시 동대문구 사가정로 148 104~108호 (전농동),127.0588943,37.57749701,B,1123010400,서울특별시,동대문구,전농동,H,1123057000,서울특별시,동대문구,전농2동
16476,의원,서울특별시 강남구 논현로150길 26 5층 (논현동),127.0306508,37.51948544,B,1168010800,서울특별시,강남구,논현동,H,1168053100,서울특별시,강남구,논현2동
16477,치과의원,서울특별시 강서구 화곡로 158 4층 (화곡동),126.8391472,37.5411,B,1150010300,서울특별시,강서구,화곡동,H,1150054000,서울특별시,강서구,화곡1동
16478,치과의원,서울특별시 마포구 연남로 42 상가비동 307호308호 (연남동 코오롱하늘채아파트),126.9215448,37.56308616,B,1144012400,서울특별시,마포구,연남동,H,1144071000,서울특별시,마포구,연남동
16479,의원,서울특별시 도봉구 도당로13길 16 2층 (방학동),127.0355798,37.66555287,B,1132010600,서울특별시,도봉구,방학동,H,1132070000,서울특별시,도봉구,방학2동
16480,의원,서울특별시 강남구 선릉로 755 4층 (논현동 진성빌딩),127.0391812,37.52202375,B,1168010800,서울특별시,강남구,논현동,H,1168053100,서울특별시,강남구,논현2동
16481,치과의원,서울특별시 구로구 경인로 203 (오류동),126.8433882,37.49607481,B,1153010800,서울특별시,구로구,오류동,H,1153077000,서울특별시,구로구,오류1동
16482,의원,서울특별시 송파구 풍성로25나길 4 1층 (풍납동),127.1203386,37.53521726,B,1171010300,서울특별시,송파구,풍납동,H,1171051000,서울특별시,송파구,풍납1동
16483,한의원,서울특별시 서초구 방배천로8길 11 1층 (방배동),126.9834706,37.48063688,B,1165010100,서울특별시,서초구,방배동,H,1165061000,서울특별시,서초구,방배2동
16484,의원,서울특별시 서초구 서초대로77길 3 아라타워 12층 1202(일부)12031204호 (서초동),127.026503,37.49806055,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
16485,의원,서울특별시 송파구 송파대로 167 B동 310호 (문정동 문정역테라타워),127.1209314,37.48466312,B,1171010800,서울특별시,송파구,문정동,H,1171064200,서울특별시,송파구,문정2동
16486,의원,서울특별시 강동구 천호대로157길 14 나비빌딩 14층 (천호동),127.1272907,37.53823013,B,1174010900,서울특별시,강동구,천호동,H,1174062000,서울특별시,강동구,천호3동
16487,의원,서울특별시 서초구 강남대로 415 대동빌딩 10 11층 (서초동),127.0263407,37.49955986,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
16488,의원,서울특별시 강서구 마곡중앙6로 93 열린프라자 801802803호 (마곡동),126.8376993,37.5601355,B,1150010500,서울특별시,강서구,마곡동,H,1150060300,서울특별시,강서구,가양1동
16489,의원,서울특별시 중구 명동8나길 9 명동근린생활시설 4층 (충무로1가),126.9844307,37.56129479,B,1114012400,서울특별시,중구,충무로1가,H,1114055000,서울특별시,중구,명동
16490,의원,서울특별시 마포구 양화로 141 롯데호텔 L7홍대 3층일부 (동교동),126.9216701,37.55575213,B,1144012100,서울특별시,마포구,동교동,H,1144066000,서울특별시,마포구,서교동
16491,한의원,서울특별시 성북구 화랑로 254 대성프라자 1층 (석관동),127.057599,37.61080844,B,1129013900,서울특별시,성북구,석관동,H,1129081000,서울특별시,성북구,석관동
16492,의원,서울특별시 종로구 종로 78 502호 (종로2가 미려빌딩),126.9860408,37.56987968,B,1111013500,서울특별시,종로구,관철동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
16493,한의원,서울특별시 영등포구 당산로 90 (당산동1가),126.8962084,37.52290359,B,1156011100,서울특별시,영등포구,당산동1가,H,1156055000,서울특별시,영등포구,당산1동
16494,한의원,서울특별시 양천구 목동동로8길 23 202호 (신정동 메리트윈빌딩),126.8714786,37.51691921,B,1147010100,서울특별시,양천구,신정동,H,1147063000,서울특별시,양천구,신정2동
16495,한의원,서울특별시 관악구 남부순환로 1468 1~3층 (신림동),126.9137296,37.48133816,B,1162010200,서울특별시,관악구,신림동,H,1162076500,서울특별시,관악구,미성동
16496,한의원,서울특별시 종로구 우정국로 39 2층 (견지동),126.9826669,37.57262907,B,1111012900,서울특별시,종로구,견지동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
16497,의원,서울특별시 서초구 서초중앙로 239 5층 (반포동),126.9826669,37.57262907,B,1111012900,서울특별시,종로구,견지동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
16498,치과의원,서울특별시 강남구 테헤란로 146 현익빌딩 8층 (역삼동),127.0354875,37.50001879,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
16499,치과의원,서울특별시 강남구 강남대로 470 808타워 8층 (역삼동),127.0250531,37.50434629,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
16500,의원,서울특별시 강남구 테헤란로 141 3층 (역삼동 KR타워 ),127.0346735,37.50054882,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
16501,의원,서울특별시 강남구 압구정로28길 11 하피스빌딩 3층 (신사동),127.0278566,37.52581153,B,1168010700,서울특별시,강남구,신사동,H,1168051000,서울특별시,강남구,신사동
16502,의원,서울특별시 강남구 압구정로28길 48 2층 (신사동),127.0274531,37.52337496,B,1168010700,서울특별시,강남구,신사동,H,1168051000,서울특별시,강남구,신사동
16503,치과의원,서울특별시 마포구 마포대로 53 202호 (도화동 마포트라팰리스),126.9470538,37.54143315,B,1144010400,서울특별시,마포구,도화동,H,1144059000,서울특별시,마포구,용강동
16504,의원,서울특별시 서초구 강남대로 557 성한빌딩 3층 (잠원동),127.0206407,37.51154094,B,1165010600,서울특별시,서초구,잠원동,H,1165054000,서울특별시,서초구,잠원동
16505,의원,서울특별시 양천구 목동로 203 5층 (신정동 로데오빌딩),126.8638052,37.52670541,B,1147010100,서울특별시,양천구,신정동,H,1147065000,서울특별시,양천구,신정4동
16506,의원,서울특별시 성동구 고산자로 255 8층 (도선동 케이 타워),127.0356983,37.56258065,B,1120010400,서울특별시,성동구,도선동,H,1120053500,서울특별시,성동구,왕십리도선동
16507,의원,서울특별시 중구 퇴계로 120 5층 (남산동1가 영창빌딩),126.9850782,37.56057768,B,1114012800,서울특별시,중구,남산동1가,H,1114055000,서울특별시,중구,명동
16508,의원,서울특별시 서초구 서초대로77길 3 아라타워 7층 (서초동),127.0265048,37.49806091,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
16509,의원,서울특별시 용산구 이촌로 224 (이촌동 리버뷰맨션),126.9719349,37.52025734,B,1117012900,서울특별시,용산구,이촌동,H,1117063000,서울특별시,용산구,이촌1동
16510,의원,서울특별시 강남구 도산대로 108 3층 (논현동),127.0206546,37.51619355,B,1168010800,서울특별시,강남구,논현동,H,1168052100,서울특별시,강남구,논현1동
16511,요양병원,서울특별시 강남구 봉은사로 535 (삼성동 트리니티재활병원빌딩 지하12층 지상1~11층),127.058673,37.51425984,B,1168010500,서울특별시,강남구,삼성동,H,1168058000,서울특별시,강남구,삼성1동
16512,의원,서울특별시 성동구 매봉길 48 201202호 (옥수동),127.014085,37.54671134,B,1120011300,서울특별시,성동구,옥수동,H,1120064500,서울특별시,성동구,옥수동
16513,치과의원,서울특별시 송파구 석촌호수로 61 236호 (잠실동트리지움상가),127.0862137,37.5107002,B,1171010100,서울특별시,송파구,잠실동,H,1171068000,서울특별시,송파구,잠실3동
16514,의원,서울특별시 서초구 강남대로 535 10층 (반포동),127.0215984,37.50960884,B,1165010700,서울특별시,서초구,반포동,H,1165056000,서울특별시,서초구,반포1동
16515,의원,서울특별시 종로구 종로5길 13 삼공빌딩 3층 (청진동),126.9804667,37.57103217,B,1111012200,서울특별시,종로구,청진동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
16516,의원,서울특별시 강남구 강남대로 416 (역삼동),127.0271595,37.49979754,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
16517,한의원,서울특별시 서초구 반포대로 118 2층 (서초동),127.0086118,37.49066414,B,1165010800,서울특별시,서초구,서초동,H,1165053000,서울특별시,서초구,서초3동
16518,의원,서울특별시 강동구 양재대로 1619 2층 (천호동),127.1435159,37.54998938,B,1174010900,서울특별시,강동구,천호동,H,1174060000,서울특별시,강동구,천호1동
16519,의원,서울특별시 종로구 종로 293 5층 (창신동 하나저축은행),127.0104957,37.57186584,B,1111017400,서울특별시,종로구,창신동,H,1111068000,서울특별시,종로구,창신2동
16520,한의원,서울특별시 노원구 노해로 456 (상계동 동방빌딩),127.0590027,37.65363706,B,1135010500,서울특별시,노원구,상계동,H,1135069500,서울특별시,노원구,상계6.7동
16521,한의원,서울특별시 강남구 선릉로 669 (논현동 상경빌딩 4층일부),127.0412597,37.51661342,B,1168010800,서울특별시,강남구,논현동,H,1168053100,서울특별시,강남구,논현2동
16522,한의원,서울특별시 양천구 오목로 225 2층 (신정동 부원빌딩),126.862595,37.526098759999996,B,1147010100,서울특별시,양천구,신정동,H,1147065000,서울특별시,양천구,신정4동
16523,병원,서울특별시 강남구 영동대로 713 B1~6층 7층일부8층 (청담동),127.0557509,37.5213071,B,1168010400,서울특별시,강남구,청담동,H,1168056500,서울특별시,강남구,청담동
16524,의원,서울특별시 마포구 백범로37길 26 3층 (신공덕동),126.9549468,37.54421922,B,1144010300,서울특별시,마포구,신공덕동,H,1144056500,서울특별시,마포구,공덕동
16525,의원,서울특별시 동대문구 사가정로 148 (전농동),127.0615702,37.57665795,B,1123010400,서울특별시,동대문구,전농동,H,1123057000,서울특별시,동대문구,전농2동
16526,의원,서울특별시 은평구 은평터널로 196 2층 (신사동),126.9091361,37.59584099,B,1138010900,서울특별시,은평구,신사동,H,1138063200,서울특별시,은평구,신사2동
16527,의원,서울특별시 성북구 정릉로31길 6 (정릉동),127.0166245,37.6035116,B,1129013300,서울특별시,성북구,정릉동,H,1129062000,서울특별시,성북구,정릉1동
16528,의원,서울특별시 양천구 지양로 73 2층 (신월동),126.8335467,37.52198143,B,1147010300,서울특별시,양천구,신월동,H,1147061100,서울특별시,양천구,신월7동
16529,의원,서울특별시 서초구 동산로 64 4층 (양재동 WTC빌딩),127.045766,37.47180288,B,1165010200,서울특별시,서초구,양재동,H,1165065200,서울특별시,서초구,양재2동
16530,치과의원,서울특별시 서대문구 통일로 413 (홍제동),126.9464383,37.58618001,B,1141011100,서울특별시,서대문구,홍제동,H,1141062000,서울특별시,서대문구,홍제1동
16531,한의원,서울특별시 동대문구 고산자로 445-1 (제기동),127.0379705,37.579479,B,1123010300,서울특별시,동대문구,제기동,H,1123054500,서울특별시,동대문구,제기동
16532,의원,서울특별시 강북구 삼양로 337 23층 (수유동),127.0173472,37.63362251,B,1130510300,서울특별시,강북구,수유동,H,1130561500,서울특별시,강북구,수유1동
16533,치과의원,서울특별시 성동구 왕십리로 410,127.0297414,37.56501989,B,1120010300,서울특별시,성동구,홍익동,H,1120053500,서울특별시,성동구,왕십리도선동
16534,치과의원,서울특별시 마포구 굴레방로 27 3층 (아현동 보성상가),126.9553964,37.55654495,B,1144010100,서울특별시,마포구,아현동,H,1144055500,서울특별시,마포구,아현동
16535,치과의원,서울특별시 송파구 문정로 9 (문정동 문정빌딩),127.1238106,37.48636845,B,1171010800,서울특별시,송파구,문정동,H,1171064100,서울특별시,송파구,문정1동
16536,치과의원,서울특별시 동대문구 홍릉로 7 2층 (청량리동),127.0447051,37.58096869,B,1123010700,서울특별시,동대문구,청량리동,H,1123070500,서울특별시,동대문구,청량리동
16537,치과의원,서울특별시 종로구 삼일대로 469 서원빌딩 5층 (경운동),126.9860079,37.57630197,B,1111013400,서울특별시,종로구,경운동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
16538,치과의원,서울특별시 강남구 역삼로 310 한솔필리아 2층 30호 (역삼동),127.04842,37.49923572,B,1168010100,서울특별시,강남구,역삼동,H,1168065000,서울특별시,강남구,역삼2동
16539,의원,서울특별시 용산구 이촌로64길 24 (이촌동),126.9698739,37.52000456,B,1117012900,서울특별시,용산구,이촌동,H,1117063000,서울특별시,용산구,이촌1동
16540,의원,서울특별시 중구 명동7길 6 4층 (명동1가),126.9845714,37.56408718,B,1114012600,서울특별시,중구,명동1가,H,1114055000,서울특별시,중구,명동
16541,의원,서울특별시 강남구 도산대로 108 12 13층 (논현동 렉스타워),127.0206546,37.51619355,B,1168010800,서울특별시,강남구,논현동,H,1168052100,서울특별시,강남구,논현1동
16542,의원,서울특별시 서초구 사평대로 371 8층 (반포동),127.0235843,37.50456093,B,1165010700,서울특별시,서초구,반포동,H,1165056000,서울특별시,서초구,반포1동
16543,의원,서울특별시 서초구 서초중앙로 227 8층 (반포동),127.0114359,37.50190486,B,1165010700,서울특별시,서초구,반포동,H,1165058100,서울특별시,서초구,반포4동
16544,의원,서울특별시 송파구 마천로5길 4 (오금동 삼대양빌딩 5층 가호),127.1267384,37.50872111,B,1171011200,서울특별시,송파구,오금동,H,1171057000,서울특별시,송파구,오금동
16545,의원,서울특별시 동작구 상도로 174 8층 (상도동),126.93841689999999,37.5042536,B,1159010200,서울특별시,동작구,상도동,H,1159054000,서울특별시,동작구,상도2동
16546,의원,서울특별시 강남구 도산대로 111 (신사동 S-TOWER 7~8층),127.020691,37.51696119,B,1168010700,서울특별시,강남구,신사동,H,1168051000,서울특별시,강남구,신사동
16547,치과의원,서울특별시 서초구 서초대로77길 54 서초더블유타워 12층 (서초동),127.0248172,37.50258037,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
16548,의원,서울특별시 강남구 강남대로 606 403405호 (논현동 삼주빌딩),127.0201568,37.51586927,B,1168010800,서울특별시,강남구,논현동,H,1168052100,서울특별시,강남구,논현1동
16549,의원,서울특별시 강남구 도산대로1길 6 2층 (신사동),127.0203728,37.51707658,B,1168010700,서울특별시,강남구,신사동,H,1168051000,서울특별시,강남구,신사동
16550,치과의원,서울특별시 강서구 방화동로7길 6 지상3층 (방화동),126.8108222,37.56418056,B,1150010900,서울특별시,강서구,방화동,H,1150064000,서울특별시,강서구,방화2동
16551,한의원,서울특별시 마포구 삼개로 15-10 3층 (도화동),126.9479426,37.53909455,B,1144010400,서울특별시,마포구,도화동,H,1144058500,서울특별시,마포구,도화동
16552,의원,서울특별시 양천구 목동서로 155 지하1층 (목동 동양파라곤),126.8751769,37.52948945,B,1147010200,서울특별시,양천구,목동,H,1147051000,서울특별시,양천구,목1동
16553,치과의원,서울특별시 광진구 광나루로 361,127.0702154,37.5484611,B,1121510900,서울특별시,광진구,군자동,H,1121573000,서울특별시,광진구,군자동
16554,요양병원,서울특별시 금천구 시흥대로73길 67 엠타워 78914지하2층 (시흥동),126.8957474,37.455944,B,1154510300,서울특별시,금천구,시흥동,H,1154567000,서울특별시,금천구,시흥1동
16555,한의원,서울특별시 강남구 선릉로 660 (삼성동 브라운스톤상가 202),127.0423405,37.51554985,B,1168010500,서울특별시,강남구,삼성동,H,1168059000,서울특별시,강남구,삼성2동
16556,의원,서울특별시 강남구 압구정로28길 48 참빌딩 3층 (신사동),127.0274531,37.52337496,B,1168010700,서울특별시,강남구,신사동,H,1168051000,서울특별시,강남구,신사동
16557,의원,서울특별시 송파구 가락로 244 201호 (방이동 동원빌딩),127.1181919,37.50985171,B,1171011100,서울특별시,송파구,방이동,H,1171056100,서울특별시,송파구,방이1동
16558,병원,서울특별시 노원구 노원로 416 파로스병원 (상계동),127.0678873,37.65372224,B,1135010500,서울특별시,노원구,상계동,H,1135064000,서울특별시,노원구,상계2동
16559,치과의원,서울특별시 강서구 화곡로 154 7층 (화곡동 청산빌딩),126.8389374,37.54098974,B,1150010300,서울특별시,강서구,화곡동,H,1150054000,서울특별시,강서구,화곡1동
16560,의원,서울특별시 서초구 신반포로33길 27 305호 (잠원동 파스텔프라자),127.0100437,37.51036723,B,1165010600,서울특별시,서초구,잠원동,H,1165058000,서울특별시,서초구,반포3동
16561,치과의원,서울특별시 서초구 신반포로33길 27 (잠원동),127.010113,37.51036511,B,1165010600,서울특별시,서초구,잠원동,H,1165058000,서울특별시,서초구,반포3동
16562,의원,서울특별시 송파구 올림픽로 116-1 (잠실동 신원빌딩 8층),127.0836312,37.51140124,B,1171010100,서울특별시,송파구,잠실동,H,1171065000,서울특별시,송파구,잠실본동
16563,치과의원,서울특별시 영등포구 여의나루로 42 여의도종합상가 504호 (여의도동),126.9227873,37.5216338,B,1156011000,서울특별시,영등포구,여의도동,H,1156054000,서울특별시,영등포구,여의동
16564,치과의원,서울특별시 강남구 논현로 562  2층 (역삼동),127.0348118,37.50610978,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
16565,의원,서울특별시 영등포구 여의대로 108 파크원 2층 202호 (여의도동),126.9272574,37.52673631,B,1156011000,서울특별시,영등포구,여의도동,H,1156054000,서울특별시,영등포구,여의동
16566,의원,서울특별시 성동구 고산자로 342 2층 (마장동),127.0378344,37.56993571,B,1120010500,서울특별시,성동구,마장동,H,1120054000,서울특별시,성동구,마장동
16567,의원,서울특별시 노원구 중계로 160 화인상가아파트 (중계동),127.0812226,37.64925261,B,1135010600,서울특별시,노원구,중계동,H,1135061900,서울특별시,노원구,중계본동
16568,의원,서울특별시 영등포구 영등포로 196,126.9031986,37.52003004,B,1156010500,서울특별시,영등포구,영등포동4가,H,1156053500,서울특별시,영등포구,영등포동
16569,의원,서울특별시 송파구 바람드리길 34 2층 (풍납동),127.1194621,37.53754543,B,1171010300,서울특별시,송파구,풍납동,H,1171051000,서울특별시,송파구,풍납1동
16570,의원,서울특별시 노원구 한글비석로 384 (중계동),127.0731739,37.65991811,B,1135010600,서울특별시,노원구,중계동,H,1135062400,서울특별시,노원구,중계4동
16571,한의원,서울특별시 양천구 신월로 337 (신정동),126.8584743,37.52201032,B,1147010100,서울특별시,양천구,신정동,H,1147065000,서울특별시,양천구,신정4동
16572,한의원,서울특별시 동대문구 왕산로 178 3층 (전농동),127.0431464,37.57930424,B,1123010400,서울특별시,동대문구,전농동,H,1123056000,서울특별시,동대문구,전농1동
16573,한의원,서울특별시 강남구 테헤란로 437 3층 (삼성동 삼영빌딩),127.0550039,37.50684302,B,1168010500,서울특별시,강남구,삼성동,H,1168059000,서울특별시,강남구,삼성2동
16574,한의원,서울특별시 송파구 송파대로 369 (석촌동),127.1108785,37.50064243,B,1171010500,서울특별시,송파구,석촌동,H,1171060000,서울특별시,송파구,석촌동
16575,병원,서울특별시 중랑구 동일로 679 (면목동 88병원),127.0796983,37.59094046,B,1126010100,서울특별시,중랑구,면목동,H,1126052000,서울특별시,중랑구,면목2동
