,약국명,주소,xpos,ypos,법정동,법정동코드,B_시도명,B_시군구,B_동,행정동,행정동코드,H_시도명,H_시군구,H_동
438,성수햇살약국,서울특별시 성동구 아차산로 120 베델 플레이스 3층 302호 (성수동2가),127.0572663,37.5439085,B,1120011500,서울특별시,성동구,성수동2가,H,1120069000,서울특별시,성동구,성수2가3동
439,시민당약국,서울특별시 강동구 양재대로 1479 (길동),127.1398273,37.5380886,B,1174010500,서울특별시,강동구,길동,H,1174068500,서울특별시,강동구,길동
440,호림약국,서울특별시 광진구 동일로30길 28 (화양동),127.0688665,37.5474952,B,1121510700,서울특별시,광진구,화양동,H,1121571000,서울특별시,광진구,화양동
441,성덕약국,서울특별시 강동구 구천면로 372 (천호동),127.1399243,37.5504868,B,1174010900,서울특별시,강동구,천호동,H,1174060000,서울특별시,강동구,천호1동
442,경원약국,서울특별시 동대문구 고산자로36길 3 (제기동),127.0391429,37.5790378,B,1123010300,서울특별시,동대문구,제기동,H,1123054500,서울특별시,동대문구,제기동
443,늘편한약국,서울특별시 서초구 서초대로74길 3 윤빌딩 1층 (서초동),127.0262314,37.4972231,B,1165010800,서울특별시,서초구,서초동,H,1165052000,서울특별시,서초구,서초2동
444,봄약국,서울특별시 종로구 지봉로 37-1 1층 (창신동),127.0153386,37.5732589,B,1111017400,서울특별시,종로구,창신동,H,1111067000,서울특별시,종로구,창신1동
445,희망약국,"서울특별시 도봉구 해등로16길 26 104호 (창동, 타임프라자)",127.0414985,37.6556381,B,1132010700,서울특별시,도봉구,창동,H,1132051500,서울특별시,도봉구,창5동
446,경희수약국,"서울특별시 강동구 동남로 881 103호 (명일동, 서희스타힐스)",127.1558053,37.5522895,B,1174010100,서울특별시,강동구,명일동,H,1174054000,서울특별시,강동구,명일2동
447,새한약국,서울특별시 동대문구 약령중앙로 10-5 (제기동),127.0372725,37.5792456,B,1123010300,서울특별시,동대문구,제기동,H,1123054500,서울특별시,동대문구,제기동
448,진흥온누리약국,"서울특별시 서초구 서초대로 389 1층 105,106호 (서초동, 진흥상가)",127.0237071,37.4970821,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
449,행복드림약국,서울특별시 동작구 노량진로 90 (노량진동),126.935732,37.5130592,B,1159010100,서울특별시,동작구,노량진동,H,1159052000,서울특별시,동작구,노량진2동
450,메디칼약국,서울특별시 강서구 공항대로41길 65 1층 110호 (등촌동),126.8461388,37.5607971,B,1150010200,서울특별시,강서구,등촌동,H,1150053500,서울특별시,강서구,등촌3동
451,나현약국,서울특별시 노원구 상계로12길 41 (상계동),127.0696428,37.6564357,B,1135010500,서울특별시,노원구,상계동,H,1135064000,서울특별시,노원구,상계2동
452,우리선약국,"서울특별시 강동구 동남로49길 21-15 1,지1층 (둔촌동)",127.1486654,37.531413,B,1174010600,서울특별시,강동구,둔촌동,H,1174070000,서울특별시,강동구,둔촌2동
453,현지당약국,서울특별시 동대문구 약령중앙로4길 4 4층 1호 (제기동),127.0379709,37.5795031,B,1123010300,서울특별시,동대문구,제기동,H,1123054500,서울특별시,동대문구,제기동
454,명동하이약국,"서울특별시 중구 명동7길 14 1, 2, 3층 (명동1가)",126.9844827,37.5643996,B,1114012600,서울특별시,중구,명동1가,H,1114055000,서울특별시,중구,명동
455,서초로하스약국,서울특별시 서초구 서초중앙로 39 21세기 병원 1층 (서초동),127.0157273,37.4852908,B,1165010800,서울특별시,서초구,서초동,H,1165053000,서울특별시,서초구,서초3동
456,우리들약국,"서울특별시 서초구 서초중앙로 230 105호 (반포동, 동화반포프라자빌딩)",127.0120781,37.5021689,B,1165010700,서울특별시,서초구,반포동,H,1165056000,서울특별시,서초구,반포1동
457,중앙온누리약국,서울특별시 도봉구 덕릉로 241 1층 (창동),127.0385138,37.6393884,B,1132010700,서울특별시,도봉구,창동,H,1132051200,서울특별시,도봉구,창2동
458,늘한마음약국,서울특별시 노원구 노해로 494 1층 109호 (상계동),127.0690653,37.57278313,B,1123010600,서울특별시,동대문구,장안동,H,1123066000,서울특별시,동대문구,장안2동
459,건강플러스약국,"서울특별시 강동구 아리수로93길 27 108호 (강일동, 강일타워)",127.1738307,37.5656316,B,1174011000,서울특별시,강동구,강일동,H,1174051500,서울특별시,강동구,강일동
460,온누리대웅약국,서울특별시 송파구 마천로 345 1층 (마천동),127.1527768,37.4929857,B,1171011400,서울특별시,송파구,마천동,H,1171054000,서울특별시,송파구,마천1동
461,영진약국,"서울특별시 강남구 학동로 421 1층 일부호 (청담동, 원영빌딩)",127.0462942,37.5183992,B,1168010400,서울특별시,강남구,청담동,H,1168056500,서울특별시,강남구,청담동
462,방배프라자약국,서울특별시 서초구 방배중앙로29길 3 1층 (방배동),126.9853016,37.4964722,B,1165010100,서울특별시,서초구,방배동,H,1165059000,서울특별시,서초구,방배본동
463,메디신약국,"서울특별시 구로구 목동남로 32 (고척동, 보광빌딩)",126.8636182,37.5080061,B,1153010600,서울특별시,구로구,고척동,H,1153073000,서울특별시,구로구,고척2동
464,엘림약국,"서울특별시 양천구 목동로3길 57 (신정동, 양천아파트 상가)",126.8631234,37.509736,B,1147010100,서울특별시,양천구,신정동,H,1147068000,서울특별시,양천구,신정7동
465,온누리자혜약국,서울특별시 구로구 개봉로 66 (개봉동),126.856254,37.4915599,B,1153010700,서울특별시,구로구,개봉동,H,1153075000,서울특별시,구로구,개봉2동
466,인애약국,"서울특별시 동대문구 휘경로 60 101동 상가동 104호 (휘경동, 휘경SK VIEW 아파트)",127.1145181,37.5134746,B,1171011100,서울특별시,송파구,방이동,H,1171056200,서울특별시,송파구,방이2동
467,가은약국,서울특별시 관악구 봉천로 486 (봉천동),126.9537506,37.4816375,B,1162010100,서울특별시,관악구,봉천동,H,1162057500,서울특별시,관악구,행운동
468,송파사거리약국,서울특별시 송파구 송파대로 387 1층 (석촌동),127.1095673,37.5019388,B,1171010500,서울특별시,송파구,석촌동,H,1171060000,서울특별시,송파구,석촌동
469,공원온누리약국,서울특별시 영등포구 신길로 252 (영등포동),126.9117698,37.5141257,B,1156010100,서울특별시,영등포구,영등포동,H,1156051500,서울특별시,영등포구,영등포본동
470,동의당한약국,서울특별시 구로구 도림로 31 2층 (구로동),126.8879639,37.4872107,B,1153010200,서울특별시,구로구,구로동,H,1153055000,서울특별시,구로구,구로4동
471,디큐브약국,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티 타워동 지하1층)",126.8884274,37.5083236,B,1153010100,서울특별시,구로구,신도림동,H,1153051000,서울특별시,구로구,신도림동
472,장원옵티마약국,서울특별시 영등포구 신길로 147 1층 (신길동),126.9105102,37.5054208,B,1156013200,서울특별시,영등포구,신길동,H,1156065000,서울특별시,영등포구,신길3동
473,대성약국,"서울특별시 구로구 개봉로3길 35 (개봉동, 성은빌딩)",126.8543242,37.4861749,B,1153010700,서울특별시,구로구,개봉동,H,1153076000,서울특별시,구로구,개봉3동
474,방이메디칼약국,서울특별시 송파구 가락로 277 (방이동),127.1195397,37.5126353,B,1171011100,서울특별시,송파구,방이동,H,1171056200,서울특별시,송파구,방이2동
475,서울온누리약국,서울특별시 강남구 역삼로77길 23 (대치동),127.0559781,37.5039541,B,1168010600,서울특별시,강남구,대치동,H,1168063000,서울특별시,강남구,대치4동
476,온누리좋은약국,서울특별시 구로구 가마산로 244 동헌빌딩 (구로동),126.8880523,37.4946007,B,1153010200,서울특별시,구로구,구로동,H,1153053000,서울특별시,구로구,구로2동
477,윤약국,서울특별시 서대문구 수색로2길 16-1 (남가좌동),126.9162603,37.5695911,B,1141012000,서울특별시,서대문구,남가좌동,H,1141069000,서울특별시,서대문구,남가좌1동
478,메디팜동진약국,서울특별시 구로구 도림로 75 1층 (구로동),126.8917418,37.4899932,B,1153010200,서울특별시,구로구,구로동,H,1153055000,서울특별시,구로구,구로4동
479,구림약국,서울특별시 구로구 남부순환로105길 52 (가리봉동),126.889921,37.4796565,B,1153010300,서울특별시,구로구,가리봉동,H,1153059500,서울특별시,구로구,가리봉동
480,서남온누리약국,"서울특별시 양천구 신정이펜2로 14 (신정동, 서남 프라자2)",126.8324369,37.5124889,B,1147010100,서울특별시,양천구,신정동,H,1147064000,서울특별시,양천구,신정3동
481,신월시장약국,서울특별시 양천구 곰달래로13길 20-1 (신월동),126.836677,37.5317564,B,1147010300,서울특별시,양천구,신월동,H,1147056000,서울특별시,양천구,신월1동
482,보람약국,서울특별시 양천구 목동중앙본로 97 (목동),126.8705416,37.5444004,B,1147010200,서울특별시,양천구,목동,H,1147052000,서울특별시,양천구,목2동
483,성심약국,서울특별시 양천구 목동중앙북로 128 (목동),126.8773838,37.5462741,B,1147010200,서울특별시,양천구,목동,H,1147052000,서울특별시,양천구,목2동
484,강남소화약국,서울특별시 강남구 봉은사로114길 42 (삼성동),127.0653425,37.5121721,B,1168010500,서울특별시,강남구,삼성동,H,1168058000,서울특별시,강남구,삼성1동
485,일심당약국,서울특별시 강서구 강서로7길 90 (화곡동),126.842686,37.5292477,B,1150010300,서울특별시,강서구,화곡동,H,1150054000,서울특별시,강서구,화곡1동
486,희망약국,"서울특별시 성동구 고산자로 255 (도선동,K타워 1층)",127.0357246,37.5626006,B,1120010400,서울특별시,성동구,도선동,H,1120053500,서울특별시,성동구,왕십리도선동
487,정성약국,"서울특별시 구로구 경인로 373 2층 (고척동, 문화골든타워)",126.8619052,37.4969239,B,1153010600,서울특별시,구로구,고척동,H,1153072000,서울특별시,구로구,고척1동
488,뉴프라임약국,서울특별시 송파구 송파대로 278 1층 (가락동),127.1177511,37.4942892,B,1171010700,서울특별시,송파구,가락동,H,1171062000,서울특별시,송파구,가락본동
489,평화약국,서울특별시 관악구 남부순환로 1784 1층 (봉천동),126.9484496,37.4814223,B,1162010100,서울특별시,관악구,봉천동,H,1162059500,서울특별시,관악구,청룡동
490,더블유스토어하이약국,서울특별시 서초구 사임당로 39 한성빌딩 (서초동),127.0141123,37.4884264,B,1165010800,서울특별시,서초구,서초동,H,1165053000,서울특별시,서초구,서초3동
491,플러스약국,"서울특별시 구로구 경인로 661 (신도림동, 신도림1차푸르지오)",126.8877039,37.5095178,B,1153010100,서울특별시,구로구,신도림동,H,1153051000,서울특별시,구로구,신도림동
492,전원약국,"서울특별시 동작구 사당로 244 1호 (사당동, 사당시장 점포)",126.9748808,37.4830336,B,1159010700,서울특별시,동작구,사당동,H,1159065000,서울특별시,동작구,사당4동
493,신미소약국,서울특별시 관악구 시흥대로 578 1층 (신림동),126.9032676,37.4843462,B,1162010200,서울특별시,관악구,신림동,H,1162072500,서울특별시,관악구,조원동
494,개포플러스약국,서울특별시 강남구 선릉로 30 개포빌딩 1층 (개포동),127.0611935,37.4824818,B,1168010300,서울특별시,강남구,개포동,H,1168067000,서울특별시,강남구,개포2동
495,연세약국,서울특별시 동대문구 전농로16길 11 (전농동),127.0582886,37.578666,B,1123010400,서울특별시,동대문구,전농동,H,1123057000,서울특별시,동대문구,전농2동
496,해태보라매약국,"서울특별시 동작구 보라매로3길 29 (신대방동,해태보라매타워상가동 1층 28호)",126.925186,37.491405,B,1162010100,서울특별시,관악구,봉천동,H,1162052500,서울특별시,관악구,보라매동
497,별약국,서울특별시 도봉구 도봉로 927 1층 (도봉동),127.0455068,37.6871832,B,1132010800,서울특별시,도봉구,도봉동,H,1132052100,서울특별시,도봉구,도봉1동
498,석촌온누리약국,서울특별시 송파구 송파대로 438 103호 (송파동),127.1070161,37.5059196,B,1171010400,서울특별시,송파구,송파동,H,1171058000,서울특별시,송파구,송파1동
499,진약국,서울특별시 성동구 왕십리로 315 (행당동),127.0342572,37.5617465,B,1120010700,서울특별시,성동구,행당동,H,1120056000,서울특별시,성동구,행당1동
500,하나약국,"서울특별시 서초구 법원로2길 23 101호 (서초동, 한성빌딩)",127.0132771,37.4944451,B,1165010800,서울특별시,서초구,서초동,H,1165053000,서울특별시,서초구,서초3동
501,박순영온누리약국,"서울특별시 송파구 마천로7길 6 117호,118호 (오금동)",127.1279517,37.5084223,B,1171011200,서울특별시,송파구,오금동,H,1171057000,서울특별시,송파구,오금동
502,수산약국,서울특별시 영등포구  대림로34길 12 (대림동),126.8996973,37.4987176,B,1156013300,서울특별시,영등포구,대림동,H,1156072000,서울특별시,영등포구,대림3동
503,이도건강약국,"서울특별시 강남구 테헤란로87길 29 1층 (삼성동, 엠타워)",127.0580011,37.5096122,B,1168010500,서울특별시,강남구,삼성동,H,1168058000,서울특별시,강남구,삼성1동
504,알파약국,서울특별시 중구 마장로9길 34 1층 (황학동),127.0197219,37.5698987,B,1114016500,서울특별시,중구,황학동,H,1114067000,서울특별시,중구,황학동
505,미소약국,"서울특별시 종로구 종로 115 403호 (종로3가, 낙원빌딩)",126.990473,37.5706126,B,1111015600,서울특별시,종로구,종로3가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
506,서초온누리약국,"서울특별시 서초구 서초대로 310 지하1층 (서초동, 소망빌딩)",127.0155606,37.4939941,B,1165010800,서울특별시,서초구,서초동,H,1165051000,서울특별시,서초구,서초1동
507,국화약국,"서울특별시 종로구 평창11길 3 1층 (평창동, 쇼핑센타뉴본)",126.9666875,37.6060012,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
508,그린이화약국,"서울특별시 마포구 양화로 133 B104-5호 (서교동, 서교타워빌딩)",126.9209815,37.5552513,B,1144012000,서울특별시,마포구,서교동,H,1144066000,서울특별시,마포구,서교동
509,큰사랑약국,서울특별시 중랑구 용마산로117길 45 1층 (망우동),127.0979307,37.5998844,B,1126010500,서울특별시,중랑구,망우동,H,1126065500,서울특별시,중랑구,망우본동
510,혜민약국,"서울특별시 성동구 마조로 30 1층 (행당동, 미진빌딩)",127.0414441,37.5603236,B,1120010700,서울특별시,성동구,행당동,H,1120055000,서울특별시,성동구,사근동
511,길동스타약국,"서울특별시 강동구 양재대로 1498 1층 (길동, 호석빌딩)",127.1409212,37.5393144,B,1174010500,서울특별시,강동구,길동,H,1174068500,서울특별시,강동구,길동
512,스타온누리약국,"서울특별시 성북구 동소문로 14-1 1층 (동소문동2가, 로석빌딩)",127.0078986,37.5889925,B,1129010500,서울특별시,성북구,동소문동2가,H,1129055500,서울특별시,성북구,삼선동
513,삼성약국,서울특별시 서대문구 연희맛로 28 (연희동),126.9304471,37.5672457,B,1141011700,서울특별시,서대문구,연희동,H,1141061500,서울특별시,서대문구,연희동
514,종합약국,서울특별시 광진구 긴고랑로 106 1층 (중곡동),127.086948,37.5595706,B,1121510100,서울특별시,광진구,중곡동,H,1121575000,서울특별시,광진구,중곡2동
515,충정로조은약국,서울특별시 중구 중림로2길 6 1층 (중림동),126.9635714,37.5588609,B,1114017100,서울특별시,중구,중림동,H,1114068000,서울특별시,중구,중림동
516,한림약국,서울특별시 동대문구 장한로21길 11-12 (장안동),127.0687153,37.5692076,B,1123010600,서울특별시,동대문구,장안동,H,1123065000,서울특별시,동대문구,장안1동
517,재훈약국,"서울특별시 구로구 시흥대로161가길 17 (구로동, 성은빌라)",126.8980412,37.4801803,B,1153010200,서울특별시,구로구,구로동,H,1153054000,서울특별시,구로구,구로3동
518,성우약국,서울특별시 영등포구 여의대로 24 전국경제인연합회회관 지하1층 114-2호 (여의도동),126.919944,37.5221784,B,1156011000,서울특별시,영등포구,여의도동,H,1156054000,서울특별시,영등포구,여의동
519,리센츠약국,서울특별시 송파구 올림픽로 145 리센츠 3층 3A36호 (잠실동),127.1439055,37.5349954,B,1174010500,서울특별시,강동구,길동,H,1174068500,서울특별시,강동구,길동
520,마곡메디칼약국,"서울특별시 강서구 마곡중앙5로 81 107, 108호 (마곡동, 에스비타운)",126.8187625,37.5670966,B,1150010500,서울특별시,강서구,마곡동,H,1150063000,서울특별시,강서구,방화1동
521,레아약국,"서울특별시 금천구 가산디지털1로 131 117-1호 (가산동, BYC하이시티)",126.8822271,37.4766804,B,1154510100,서울특별시,금천구,가산동,H,1154551000,서울특별시,금천구,가산동
522,천사약국,서울특별시 광진구 능동로 409 1층 (중곡동),127.0838384,37.5656141,B,1121510100,서울특별시,광진구,중곡동,H,1121576000,서울특별시,광진구,중곡3동
523,프라자미약국,서울특별시 중랑구 면목로 311 삼원빌딩 (면목동),127.0878285,37.5799197,B,1126010100,서울특별시,중랑구,면목동,H,1126057000,서울특별시,중랑구,면목7동
524,천사약국,서울특별시 은평구 통일로 856 (불광동),126.9216803,37.6197065,B,1138010300,서울특별시,은평구,불광동,H,1138053000,서울특별시,은평구,불광2동
525,플러스약국,서울특별시 강남구 테헤란로 111 대건빌딩 1층 일부호 (역삼동),127.0292963,37.4988903,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
526,갤러리아온누리약국,서울특별시 강남구 선릉로 843 107호 (신사동),127.0401887,37.5271277,B,1168010700,서울특별시,강남구,신사동,H,1168054500,서울특별시,강남구,압구정동
527,정온누리약국,서울특별시 송파구 백제고분로 210 (삼전동),127.0898735,37.5035664,B,1171010600,서울특별시,송파구,삼전동,H,1171061000,서울특별시,송파구,삼전동
528,삼화온누리약국,서울특별시 강북구 도봉로 196 1층 (미아동),127.0265992,37.6261604,B,1130510100,서울특별시,강북구,미아동,H,1130553500,서울특별시,강북구,미아동
529,믿음약국,"서울특별시 송파구 중대로 24 (문정동, 훼밀리상가 136호)",127.1187912,37.4902451,B,1171010800,서울특별시,송파구,문정동,H,1171064200,서울특별시,송파구,문정2동
530,보건약국,서울특별시 은평구 증산로9길 3 1층 101호 (증산동),126.9098611,37.5846629,B,1138011000,서울특별시,은평구,증산동,H,1138064000,서울특별시,은평구,증산동
531,화생약국,서울특별시 성동구 행당로 1 (금호동1가),127.0202792,37.5548334,B,1120010900,서울특별시,성동구,금호동1가,H,1120059000,서울특별시,성동구,금호1가동
532,믿음메디칼약국,서울특별시 은평구 응암로 213 (응암동),126.9171406,37.5910163,B,1138010700,서울특별시,은평구,응암동,H,1138060000,서울특별시,은평구,응암3동
533,대교약국,서울특별시 송파구 가락로 153 1층 (송파동),127.1126466,37.5031559,B,1171010400,서울특별시,송파구,송파동,H,1171058000,서울특별시,송파구,송파1동
534,백두산약국,서울특별시 관악구 은천로 37 1층 (봉천동),126.9395881,37.4863545,B,1162010100,서울특별시,관악구,봉천동,H,1162060500,서울특별시,관악구,은천동
535,대현온누리약국,서울특별시 강서구 양천로 556 강서메디칼센터 105호 (등촌동),126.8607457,37.5577822,B,1150010200,서울특별시,강서구,등촌동,H,1150052000,서울특별시,강서구,등촌1동
536,영일약국,서울특별시 강서구 양천로 658 (염창동),126.869923,37.5523059,B,1150010100,서울특별시,강서구,염창동,H,1150051000,서울특별시,강서구,염창동
537,강서약국,서울특별시 강서구 등촌로 75 지덕빌딩 (등촌동),126.8632401,37.5370522,B,1150010200,서울특별시,강서구,등촌동,H,1150053000,서울특별시,강서구,등촌2동
538,새시장약국,서울특별시 중랑구 망우로62길 81 (망우동),127.0997145,37.5959737,B,1126010500,서울특별시,중랑구,망우동,H,1126065500,서울특별시,중랑구,망우본동
539,온누리삼일약국,서울특별시 강동구 구천면로42길 17 (천호동),127.1352718,37.5462815,B,1174010900,서울특별시,강동구,천호동,H,1174060000,서울특별시,강동구,천호1동
540,암사현대약국,서울특별시 강동구 올림픽로 777 102호 (암사동),127.1274244,37.5505172,B,1174010700,서울특별시,강동구,암사동,H,1174058000,서울특별시,강동구,암사2동
541,바로약국,"서울특별시 강서구 강서로 341 창대교회 1층 2호,3호 (내발산동)",126.837233,37.5563484,B,1150010600,서울특별시,강서구,내발산동,H,1150061100,서울특별시,강서구,발산1동
542,동신약국,서울특별시 양천구 목동동로12길 17 (목동),126.8732025,37.5229258,B,1147010200,서울특별시,양천구,목동,H,1147051000,서울특별시,양천구,목1동
543,신방화약국,"서울특별시 강서구 양천로 128 103호 (방화동, 한림리첸빌)",126.8181642,37.5731355,B,1150010900,서울특별시,강서구,방화동,H,1150063000,서울특별시,강서구,방화1동
544,소망온누리약국,서울특별시 은평구 가좌로5길 22-1 (응암동),126.9203557,37.5869041,B,1138010700,서울특별시,은평구,응암동,H,1138060000,서울특별시,은평구,응암3동
545,동부대학약국,서울특별시 동대문구 무학로 122 1층 (용두동),127.0309098,37.5750596,B,1123010200,서울특별시,동대문구,용두동,H,1123053600,서울특별시,동대문구,용신동
546,목동세명약국,서울특별시 양천구 목동중앙북로 27 (목동),126.8665621,37.548306,B,1147010200,서울특별시,양천구,목동,H,1147053000,서울특별시,양천구,목3동
547,신종로약국,서울특별시 동대문구 왕산로 261 1층 (청량리동),127.0501114,37.5843596,B,1123010700,서울특별시,동대문구,청량리동,H,1123070500,서울특별시,동대문구,청량리동
548,중앙온누리약국,서울특별시 강동구 아리수로 427 1층 (강일동),127.1746155,37.5649683,B,1174011000,서울특별시,강동구,강일동,H,1174051500,서울특별시,강동구,강일동
549,가락온누리약국,서울특별시 송파구 동남로 207 (가락동),127.1309178,37.4960578,B,1171010700,서울특별시,송파구,가락동,H,1171063200,서울특별시,송파구,가락2동
550,사랑온누리약국,서울특별시 강북구 도봉로 40 (미아동),127.0304487,37.6125873,B,1130510100,서울특별시,강북구,미아동,H,1130554500,서울특별시,강북구,송중동
551,새서울DMC약국,서울특별시 서대문구 수색로 56 성공타워1 210호 (북가좌동),126.9123057,37.5708721,B,1141011900,서울특별시,서대문구,북가좌동,H,1141071000,서울특별시,서대문구,북가좌1동
552,장안메디칼약국,"서울특별시 동대문구 사가정로 207 104호,105호 (장안동, 삼협메디스빌딩)",127.0680261,37.5789065,B,1123010600,서울특별시,동대문구,장안동,H,1123066000,서울특별시,동대문구,장안2동
553,i튼튼약국,서울특별시 노원구 동일로 1059 (공릉동),127.0729837,37.6245329,B,1135010300,서울특별시,노원구,공릉동,H,1135059500,서울특별시,노원구,공릉1동
554,쉐르빌대학약국,서울특별시 광진구 구의강변로 106 105호 (구의동),127.0948406,37.5399301,B,1121510300,서울특별시,광진구,구의동,H,1121587000,서울특별시,광진구,구의3동
555,고전약국,"서울특별시 강북구 도봉로 167 2층 (미아동, 아름빌딩)",127.0268489,37.6236486,B,1130510100,서울특별시,강북구,미아동,H,1130555500,서울특별시,강북구,송천동
556,가장큰현대아산약국,서울특별시 송파구 강동대로 67 (풍납동),127.1153097,37.5269894,B,1171010300,서울특별시,송파구,풍납동,H,1171052000,서울특별시,송파구,풍납2동
557,행복한약국,서울특별시 동대문구 답십리로66길 95 1층 (장안동),127.0662424,37.5685977,B,1123010600,서울특별시,동대문구,장안동,H,1123065000,서울특별시,동대문구,장안1동
558,세곡리엔약국,서울특별시 강남구 헌릉로570길 34 1층 108호 (세곡동),127.1034684,37.4631868,B,1168011100,서울특별시,강남구,세곡동,H,1168070000,서울특별시,강남구,세곡동
559,새싹약국,서울특별시 강남구 학동로 121 지하1층 일부호 (논현동),127.0243422,37.5122594,B,1168010800,서울특별시,강남구,논현동,H,1168052100,서울특별시,강남구,논현1동
560,흥부약국,서울특별시 강서구 공항대로 437 1층 (등촌동),126.8559224,37.5549397,B,1150010200,서울특별시,강서구,등촌동,H,1150052000,서울특별시,강서구,등촌1동
561,봄온누리약국,서울특별시 성북구 장위로 112 (장위동),127.0488991,37.6134737,B,1129013800,서울특별시,성북구,장위동,H,1129076000,서울특별시,성북구,장위1동
562,약사랑옵티마약국,서울특별시 성동구 난계로 35 (금호동1가),127.0244859,37.5555287,B,1120010900,서울특별시,성동구,금호동1가,H,1120059000,서울특별시,성동구,금호1가동
563,제이약국,서울특별시 구로구 디지털로34길 55 코오롱싸이언스밸리2차 2층 214-1호 (구로동),126.8994585,37.4841595,B,1153010200,서울특별시,구로구,구로동,H,1153054000,서울특별시,구로구,구로3동
564,마곡스타약국,서울특별시 강서구 공항대로 168 1층 106-1호 (마곡동),126.8261369,37.5592737,B,1150010500,서울특별시,강서구,마곡동,H,1150061100,서울특별시,강서구,발산1동
565,365프라자약국,서울특별시 중랑구 공릉로 63 (묵동),127.0792939,37.6162771,B,1126010400,서울특별시,중랑구,묵동,H,1126062000,서울특별시,중랑구,묵1동
566,시장온누리약국,서울특별시 송파구 바람드리길 52 (풍납동),127.121388,37.5371359,B,1171010300,서울특별시,송파구,풍납동,H,1171051000,서울특별시,송파구,풍납1동
567,백세약국,서울특별시 성북구  아리랑로 117-5 (정릉동),127.013137,37.6024313,B,1129013300,서울특별시,성북구,정릉동,H,1129063000,서울특별시,성북구,정릉2동
568,달약국,서울특별시 강동구 천호대로 1171 1층 (길동),127.1414106,37.5341331,B,1174010500,서울특별시,강동구,길동,H,1174068500,서울특별시,강동구,길동
569,윤약국,서울특별시 송파구 백제고분로 365 1층 (석촌동),127.1063142,37.5052718,B,1171010500,서울특별시,송파구,석촌동,H,1171060000,서울특별시,송파구,석촌동
570,햇빛온누리약국,서울특별시 강서구 등촌로 59-1 1층 (화곡동),126.8631863,37.5353822,B,1150010300,서울특별시,강서구,화곡동,H,1150057000,서울특별시,강서구,화곡4동
571,에이타워약국,서울특별시 강남구 테헤란로 105 1층 (역삼동),127.0285428,37.498646,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
572,유정온누리약국,서울특별시 동작구 여의대방로22나길 1 1층 (신대방동),126.9208075,37.4975038,B,1159010900,서울특별시,동작구,신대방동,H,1159068000,서울특별시,동작구,신대방2동
573,다정약국,서울특별시 송파구 백제고분로 349 자재백화점 1층 (석촌동),127.1049639,37.5045422,B,1171010500,서울특별시,송파구,석촌동,H,1171060000,서울특별시,송파구,석촌동
574,웰니스약국,서울특별시 중구 명동10길 51 나인트리호텔 1층 (충무로2가),126.9860309,37.5615873,B,1114012500,서울특별시,중구,충무로2가,H,1114055000,서울특별시,중구,명동
575,한울약국,서울특별시 관악구 난곡로 50 자연빌딩 1층 (신림동),126.9201665,37.4604681,B,1162010200,서울특별시,관악구,신림동,H,1162071500,서울특별시,관악구,난향동
576,대흥365약국,서울특별시 마포구 백범로 98 1층 (대흥동),126.9422123,37.5475814,B,1144010800,서울특별시,마포구,대흥동,H,1144060000,서울특별시,마포구,대흥동
577,굿모닝약국,서울특별시 구로구 개봉로 57 (개봉동),126.8557608,37.4907367,B,1153010700,서울특별시,구로구,개봉동,H,1153075000,서울특별시,구로구,개봉2동
578,동명약국,서울특별시 강동구 양재대로 1396 원천빌딩 1층 (둔촌동),127.13787,37.53066,B,1174010600,서울특별시,강동구,둔촌동,H,1174070000,서울특별시,강동구,둔촌2동
579,마곡프라자약국,서울특별시 강서구 마곡서1로 115-1 마곡헤리움1차 105~106호 (마곡동),126.8185711,37.5667077,B,1150010500,서울특별시,강서구,마곡동,H,1150063000,서울특별시,강서구,방화1동
580,참좋은약국,서울특별시 송파구 중대로 105 가락 ID TOWER 104호 (가락동),127.1200406,37.4935764,B,1171010700,서울특별시,송파구,가락동,H,1171062000,서울특별시,송파구,가락본동
581,미소온누리약국,서울특별시 관악구 난곡로 295 1층 (신림동),126.914532,37.4803809,B,1162010200,서울특별시,관악구,신림동,H,1162076500,서울특별시,관악구,미성동
582,아란약국,서울특별시 서초구 서운로 216 GDA주니어스쿨 203호 (서초동),127.0231824,37.4997906,B,1165010800,서울특별시,서초구,서초동,H,1165053100,서울특별시,서초구,서초4동
583,인터팜이화약국,서울특별시 강남구 도산대로38길 11 102-4호 (논현동),127.0323587,37.519992,B,1168010800,서울특별시,강남구,논현동,H,1168053100,서울특별시,강남구,논현2동
584,오렌지약국,"서울특별시 관악구 관악로 168 1층 111호 (봉천동, 대우디오슈페리움2단지)",126.9530995,37.4801769,B,1162010100,서울특별시,관악구,봉천동,H,1162058500,서울특별시,관악구,낙성대동
585,정원약국,서울특별시 성북구 돌곶이로 176 1층 (장위동),127.0498334,37.6166673,B,1129013800,서울특별시,성북구,장위동,H,1129077000,서울특별시,성북구,장위2동
