,지하철역,주소,xpos,ypos,법정동,법정동코드,B_시도명,B_시군구,B_동,행정동,행정동코드,H_시도명,H_시군구,H_동
299,선유도,서울특별시 영등포구 양평동5가,126.893525,37.53802,B,1156012900,서울특별시,영등포구,양평동5가,H,1156062000,서울특별시,영등포구,양평2동
300,샛강,서울특별시 영등포구 여의도동,126.928422,37.517274,B,1156011000,서울특별시,영등포구,여의도동,H,1156054000,서울특별시,영등포구,여의동
301,노량진,서울특별시 동작구 노량진동,126.942454,37.514219,B,1159010100,서울특별시,동작구,노량진동,H,1159051000,서울특별시,동작구,노량진1동
302,흑석,서울특별시 동작구 흑석동,126.963708,37.50877,B,1159010500,서울특별시,동작구,흑석동,H,1159060500,서울특별시,동작구,흑석동
303,구반포,서울특별시 서초구 반포동,126.987332,37.501364,B,1165010700,서울특별시,서초구,반포동,H,1165055000,서울특별시,서초구,반포본동
304,신반포,서울특별시 서초구 반포동,126.995925,37.503415,B,1165010700,서울특별시,서초구,반포동,H,1165057000,서울특별시,서초구,반포2동
305,신논현,서울특별시 강남구 역삼동,127.02506,37.504598,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
306,염창,서울특별시 양천구 목동,126.874916,37.546936,B,1147010200,서울특별시,양천구,목동,H,1147052000,서울특별시,양천구,목2동
307,신목동,서울특별시 양천구 목동,126.88308,37.544277,B,1147010200,서울특별시,양천구,목동,H,1147052000,서울특별시,양천구,목2동
308,당산,서울특별시 영등포구 당산동6가,126.902281,37.53438,B,1156011600,서울특별시,영등포구,당산동6가,H,1156056000,서울특별시,영등포구,당산2동
309,국회의사당,서울특별시 영등포구 여의도동,126.917874,37.528105,B,1156011000,서울특별시,영등포구,여의도동,H,1156054000,서울특별시,영등포구,여의동
310,여의도,서울특별시 영등포구 여의도동,126.924191,37.521624,B,1156011000,서울특별시,영등포구,여의도동,H,1156054000,서울특별시,영등포구,여의동
311,노들,서울특별시 동작구 본동,126.953222,37.512887,B,1159010400,서울특별시,동작구,본동,H,1159051000,서울특별시,동작구,노량진1동
312,동작,서울특별시 동작구 동작동,126.979306,37.502971,B,1159010600,서울특별시,동작구,동작동,H,1159063000,서울특별시,동작구,사당2동
313,고속터미널,서울특별시 서초구 반포동,127.004943,37.50481,B,1165010700,서울특별시,서초구,반포동,H,1165058100,서울특별시,서초구,반포4동
314,사평,서울특별시 서초구 반포동,127.015259,37.504206,B,1165010700,서울특별시,서초구,반포동,H,1165056000,서울특별시,서초구,반포1동
315,가양,서울특별시 강서구 등촌동,126.854456,37.561391,B,1150010200,서울특별시,강서구,등촌동,H,1150053500,서울특별시,강서구,등촌3동
316,언주,서울특별시 강남구 역삼동,127.033868,37.507287,B,1168010100,서울특별시,강남구,역삼동,H,1168064000,서울특별시,강남구,역삼1동
