,지구대파출소,청,서,주소,xpos,ypos,법정동,법정동코드,B_시도명,B_시군구,B_동,행정동,행정동코드,H_시도명,H_시군구,H_동
142,홍은2파출소,서울청,서울서대문경찰서,서대문구 홍은동 424,126.936213,37.583615,B,1141011800,서울특별시,서대문구,홍은동,H,1141068500,서울특별시,서대문구,홍은2동
143,홍은파출소,서울청,서울서대문경찰서,서대문구 홍은동 48-461,126.946388,37.595257,B,1141011800,서울특별시,서대문구,홍은동,H,1141066000,서울특별시,서대문구,홍은1동
144,홍제파출소,서울청,서울서대문경찰서,서대문구 홍제1동 173-1,126.9445502,37.5881789,B,1141011100,서울특별시,서대문구,홍제동,H,1141062000,서울특별시,서대문구,홍제1동
145,녹번파출소,서울청,서울서부경찰서,은평구 녹번동 115-2,126.9319002,37.6088174,B,1138010200,서울특별시,은평구,녹번동,H,1138051000,서울특별시,은평구,녹번동
146,서울서부경찰서,서울청,서울서부경찰서,은평구 녹번동 177-15,126.921276,37.6021549,B,1138010200,서울특별시,은평구,녹번동,H,1138051000,서울특별시,은평구,녹번동
147,신사지구대,서울청,서울서부경찰서,은평구 신사동 184-56,126.9054028,37.5918555,B,1138010900,서울특별시,은평구,신사동,H,1138063200,서울특별시,은평구,신사2동
148,응암3파출소,서울청,서울서부경찰서,은평구 응암3동 579-4,126.917525,37.590524,B,1138010700,서울특별시,은평구,응암동,H,1138059000,서울특별시,은평구,응암2동
149,응암지구대,서울청,서울서부경찰서,은평구 응암동 84-8,126.926438,37.6016217,B,1138010700,서울특별시,은평구,응암동,H,1138058000,서울특별시,은평구,응암1동
150,내곡파출소,서울청,서울서초경찰서,서초구 염곡동 180-11,127.0647242,37.4548529,B,1165010900,서울특별시,서초구,내곡동,H,1165066000,서울특별시,서초구,내곡동
151,반포지구대,서울청,서울서초경찰서,서초구 반포동 19-5,127.0051678,37.5059516,B,1165010700,서울특별시,서초구,반포동,H,1165058100,서울특별시,서초구,반포4동
152,서울서초경찰서,서울청,서울서초경찰서,서초구 서초3동 1726,127.0052268,37.4956273,B,1165010800,서울특별시,서초구,서초동,H,1165053000,서울특별시,서초구,서초3동
153,서초2파출소,서울청,서울서초경찰서,서초구 서초동 1336-1,127.0281812,37.4922045,B,1165010800,서울특별시,서초구,서초동,H,1165052000,서울특별시,서초구,서초2동
154,서초3파출소,서울청,서울서초경찰서,서초구 방배3동 1001-32,127.0044687,37.4823669,B,1165010100,서울특별시,서초구,방배동,H,1165053000,서울특별시,서초구,서초3동
155,서초파출소,서울청,서울서초경찰서,서초구 서초동 1603-16,127.0167431,37.4852805,B,1165010800,서울특별시,서초구,서초동,H,1165051000,서울특별시,서초구,서초1동
156,양재파출소,서울청,서울서초경찰서,서초구 양재동 1-3,127.0378422,37.484558,B,1165010200,서울특별시,서초구,양재동,H,1165065100,서울특별시,서초구,양재1동
157,우면파출소,서울청,서울서초경찰서,서초구 우면동 69,127.0159855,37.4560446,B,1165010300,서울특별시,서초구,우면동,H,1165065100,서울특별시,서초구,양재1동
158,금호파출소,서울청,서울성동경찰서,성동구 금호동 224,127.0196177,37.5547208,B,1120011000,서울특별시,성동구,금호동2가,H,1120061500,서울특별시,성동구,금호2.3가동
159,서울성동경찰서,서울청,서울성동경찰서,성동구 행당동 192-8,127.0364909,37.5618368,B,1120010700,서울특별시,성동구,행당동,H,1120056000,서울특별시,성동구,행당1동
160,서울숲지구대,서울청,서울성동경찰서,성동구 성수2가 344-7,127.0522648,37.5380914,B,1120011500,서울특별시,성동구,성수동2가,H,1120067000,서울특별시,성동구,성수2가1동
161,성수지구대,서울청,서울성동경찰서,성동구 성수2가 299-37,127.0553168,37.5481943,B,1120011500,서울특별시,성동구,성수동2가,H,1120069000,서울특별시,성동구,성수2가3동
162,옥수파출소,서울청,서울성동경찰서,성동구 옥수동 518-9,127.0154956,37.5444029,B,1120011300,서울특별시,성동구,옥수동,H,1120064500,서울특별시,성동구,옥수동
163,왕십리파출소,서울청,서울성동경찰서,성동구 홍익동 101-2,127.0326625,37.56665,B,1120010300,서울특별시,성동구,홍익동,H,1120053500,서울특별시,성동구,왕십리도선동
164,용답파출소,서울청,서울성동경찰서,성동구 용답동 83-5,127.0517792,37.5647861,B,1120012200,서울특별시,성동구,용답동,H,1120079000,서울특별시,성동구,용답동
165,응봉파출소,서울청,서울성동경찰서,성동구 응봉동 275,127.0300517,37.5498018,B,1120010800,서울특별시,성동구,응봉동,H,1120058000,서울특별시,성동구,응봉동
166,한양지구대,서울청,서울성동경찰서,성동구 사근동 11-1,127.0418092,37.5603281,B,1120010700,서울특별시,성동구,행당동,H,1120055000,서울특별시,성동구,사근동
167,행당파출소,서울청,서울성동경찰서,성동구 행당동 317-18,127.0289,37.5574,B,1120010700,서울특별시,성동구,행당동,H,1120057000,서울특별시,성동구,행당2동
168,길음지구대,서울청,서울성북경찰서,성북구 길음동 1281-5,127.0192426,37.6106417,B,1129013400,서울특별시,성북구,길음동,H,1129066000,서울특별시,성북구,길음1동
169,돈암지구대,서울청,서울성북경찰서,성북구 돈암동 630-5,127.012273,37.5973371,B,1129010300,서울특별시,성북구,돈암동,H,1129059000,서울특별시,성북구,돈암2동
170,서울성북경찰서,서울청,서울성북경찰서,성북구 삼선동5가 301,127.0160835,37.5899114,B,1129011500,서울특별시,성북구,삼선동5가,H,1129055500,서울특별시,성북구,삼선동
171,성북파출소,서울청,서울성북경찰서,성북구 성북동 66-1,126.9985562,37.5932821,B,1129010100,서울특별시,성북구,성북동,H,1129052500,서울특별시,성북구,성북동
172,안암지구대,서울청,서울성북경찰서,성북구 보문3가 1-1,127.0165431,37.586789,B,1129013200,서울특별시,성북구,보문동3가,H,1129061000,서울특별시,성북구,보문동
173,정릉2파출소,서울청,서울성북경찰서,성북구 정릉2동 966-174,127.0107422,37.6046813,B,1129013300,서울특별시,성북구,정릉동,H,1129063000,서울특별시,성북구,정릉2동
174,정릉파출소,서울청,서울성북경찰서,성북구 정릉동 239-3,127.0086044,37.6158517,B,1129013300,서울특별시,성북구,정릉동,H,1129065000,서울특별시,성북구,정릉4동
175,가락지구대,서울청,서울송파경찰서,송파구 가락동 37번지,127.1252841,37.4982471,B,1171010700,서울특별시,송파구,가락동,H,1171062000,서울특별시,송파구,가락본동
176,거여파출소,서울청,서울송파경찰서,송파구 거여동 181-621,127.1465446,37.4950813,B,1171011300,서울특별시,송파구,거여동,H,1171053200,서울특별시,송파구,거여2동
177,마천파출소,서울청,서울송파경찰서,송파구 마천동 127-8,127.1482068,37.4970526,B,1171011400,서울특별시,송파구,마천동,H,1171055000,서울특별시,송파구,마천2동
178,문정지구대,서울청,서울송파경찰서,송파구 문정동 92,127.1296875,37.4852096,B,1171010800,서울특별시,송파구,문정동,H,1171064600,서울특별시,송파구,장지동
179,방이지구대,서울청,서울송파경찰서,송파구 방이동 204-8,127.1257587,37.5102538,B,1171011100,서울특별시,송파구,방이동,H,1171056100,서울특별시,송파구,방이1동
180,삼전지구대,서울청,서울송파경찰서,송파구 삼전동 62-3,127.0928051,37.5027089,B,1171010600,서울특별시,송파구,삼전동,H,1171061000,서울특별시,송파구,삼전동
181,서울송파경찰서,서울청,서울송파경찰서,송파구 가락본동 9,127.1269643,37.5018531,B,1171010700,서울특별시,송파구,가락동,H,1171062000,서울특별시,송파구,가락본동
182,신천파출소,서울청,서울송파경찰서,송파구 신천동 20-5,127.1125941,37.5200982,B,1171010200,서울특별시,송파구,신천동,H,1171069000,서울특별시,송파구,잠실4동
183,오금파출소,서울청,서울송파경찰서,송파구 오금동 41-19,127.1280961,37.506896,B,1171011200,서울특별시,송파구,오금동,H,1171057000,서울특별시,송파구,오금동
184,잠실지구대,서울청,서울송파경찰서,송파구 잠실동 19,127.0821432,37.5120908,B,1171010100,서울특별시,송파구,잠실동,H,1171067000,서울특별시,송파구,잠실2동
185,풍납파출소,서울청,서울송파경찰서,송파구 풍납2동 403-11,127.1168719,37.5287611,B,1171010300,서울특별시,송파구,풍납동,H,1171052000,서울특별시,송파구,풍납2동
186,개포지구대,서울청,서울수서경찰서,강남구 개포동 1268,127.0512293,37.4797816,B,1168010300,서울특별시,강남구,개포동,H,1168069000,서울특별시,강남구,개포4동
187,대왕파출소,서울청,서울수서경찰서,강남구 세곡동 120-9,127.1071493,37.465193,B,1168011100,서울특별시,강남구,세곡동,H,1168070000,서울특별시,강남구,세곡동
188,대치지구대,서울청,서울수서경찰서,강남구 대치동 670,127.0627417,37.4948875,B,1168010600,서울특별시,강남구,대치동,H,1168060000,서울특별시,강남구,대치1동
189,도곡지구대,서울청,서울수서경찰서,강남구 역삼동 711-2,127.046825,37.4853019,B,1168011800,서울특별시,강남구,도곡동,H,1168065600,서울특별시,강남구,도곡2동
190,서울수서경찰서,서울청,서울수서경찰서,강남구 개포동 14,127.0769764,37.4932303,B,1168010300,서울특별시,강남구,개포동,H,1168074000,서울특별시,강남구,일원2동
191,수서파출소,서울청,서울수서경찰서,강남구 수서동 718-1,127.1048375,37.4891263,B,1168011500,서울특별시,강남구,수서동,H,1168075000,서울특별시,강남구,수서동
192,일원지구대,서울청,서울수서경찰서,강남구 일원동 621,127.073825,37.4882679,B,1168010300,서울특별시,강남구,개포동,H,1168067000,서울특별시,강남구,개포2동
193,목1지구대,서울청,서울양천경찰서,양천구 목5동 907-3,126.8784845,37.5351561,B,1147010200,서울특별시,양천구,목동,H,1147055000,서울특별시,양천구,목5동
194,목2지구대,서울청,서울양천경찰서,양천구 목3동 657-23,126.8624796,37.5447185,B,1147010200,서울특별시,양천구,목동,H,1147053000,서울특별시,양천구,목3동
195,서울양천경찰서,서울청,서울양천경찰서,양천구 신정6동 321,126.8655457,37.5165522,B,1147010100,서울특별시,양천구,신정동,H,1147067000,서울특별시,양천구,신정6동
196,신월1파출소,서울청,서울양천경찰서,양천구 신월1동 132-3,126.8322611,37.5320544,B,1147010300,서울특별시,양천구,신월동,H,1147056000,서울특별시,양천구,신월1동
197,신월2지구대,서울청,서울양천경찰서,양천구 신월7동 987,126.8343617,37.5205138,B,1147010300,서울특별시,양천구,신월동,H,1147061100,서울특별시,양천구,신월7동
198,신월5파출소,서울청,서울양천경찰서,양천구 신월5동 59-5,126.8306894,37.5389918,B,1147010300,서울특별시,양천구,신월동,H,1147060000,서울특별시,양천구,신월5동
199,신정1지구대,서울청,서울양천경찰서,양천구 신정1동 1021-8,126.8607799,37.520296,B,1147010100,서울특별시,양천구,신정동,H,1147062000,서울특별시,양천구,신정1동
200,신정2지구대,서울청,서울양천경찰서,양천구 신정4동 997-3,126.8635463,37.5244138,B,1147010100,서울특별시,양천구,신정동,H,1147065000,서울특별시,양천구,신정4동
201,신정3파출소,서울청,서울양천경찰서,양천구 신정3동 1264,126.8549997,37.5149207,B,1147010100,서울특별시,양천구,신정동,H,1147064000,서울특별시,양천구,신정3동
202,당산지구대,서울청,서울영등포경찰서,영등포구 당산동5가 15,126.9012799,37.5336049,B,1156011500,서울특별시,영등포구,당산동5가,H,1156056000,서울특별시,영등포구,당산2동
203,대림3파출소,서울청,서울영등포경찰서,영등포구 대림3동 740-4,126.8981327,37.4984414,B,1156013300,서울특별시,영등포구,대림동,H,1156072000,서울특별시,영등포구,대림3동
204,대림지구대,서울청,서울영등포경찰서,영등포구 대림2동 706-8,126.8988562,37.4934187,B,1156013300,서울특별시,영등포구,대림동,H,1156071000,서울특별시,영등포구,대림2동
205,문래지구대,서울청,서울영등포경찰서,영등포구 문래동3가 54-2,126.8976837,37.5135968,B,1156012100,서울특별시,영등포구,문래동3가,H,1156060500,서울특별시,영등포구,문래동
206,서울영등포경찰서,서울청,서울영등포경찰서,영등포구 당산동3가 2-11,126.9009426,37.5258476,B,1156011300,서울특별시,영등포구,당산동3가,H,1156055000,서울특별시,영등포구,당산1동
207,신길지구대,서울청,서울영등포경찰서,영등포구 신길2동 186-280,126.9141917,37.5134246,B,1156013200,서울특별시,영등포구,신길동,H,1156051500,서울특별시,영등포구,영등포본동
208,신풍지구대,서울청,서울영등포경찰서,영등포구 신길6동 3741,126.9127797,37.4990848,B,1156013200,서울특별시,영등포구,신길동,H,1156068000,서울특별시,영등포구,신길6동
209,양평파출소,서울청,서울영등포경찰서,영등포구 양평동1가 164-22,126.8895438,37.5226812,B,1156012500,서울특별시,영등포구,양평동1가,H,1156061000,서울특별시,영등포구,양평1동
210,여의도지구대,서울청,서울영등포경찰서,영등포구 여의도동 2번지,126.9266875,37.5296083,B,1156011000,서울특별시,영등포구,여의도동,H,1156054000,서울특별시,영등포구,여의동
211,영등포역파출소,서울청,서울영등포경찰서,영등포구 영등포1동 618-7,126.90575,37.5154,B,1156010100,서울특별시,영등포구,영등포동,H,1156051500,서울특별시,영등포구,영등포본동
212,중앙지구대,서울청,서울영등포경찰서,영등포구 영등포3가 18번지,126.9076047,37.5180655,B,1156010400,서울특별시,영등포구,영등포동3가,H,1156053500,서울특별시,영등포구,영등포동
213,보광파출소,서울청,서울용산경찰서,용산구 보광동 221-1,127.0002442,37.5267258,B,1117013600,서울특별시,용산구,보광동,H,1117070000,서울특별시,용산구,보광동
214,서울용산경찰서,서울청,서울용산경찰서,용산구 원효로1가 12-12,126.9677732,37.5412134,B,1117011200,서울특별시,용산구,원효로1가,H,1117056000,서울특별시,용산구,원효로1동
215,용산역파출소,서울청,서울용산경찰서,용산구 한강로2가 407-1,126.9650875,37.5278583,B,1117012500,서울특별시,용산구,한강로2가,H,1117062500,서울특별시,용산구,한강로동
216,용중지구대,서울청,서울용산경찰서,용산구 후암동 244-103,126.9784469,37.5491375,B,1117010100,서울특별시,용산구,후암동,H,1117051000,서울특별시,용산구,후암동
217,원효지구대,서울청,서울용산경찰서,용산구 원효로1가 25-2,126.9660055,37.5387785,B,1117011200,서울특별시,용산구,원효로1가,H,1117056000,서울특별시,용산구,원효로1동
218,이촌파출소,서울청,서울용산경찰서,용산구 이촌1동 301-86,126.971713,37.520808,B,1117012900,서울특별시,용산구,이촌동,H,1117063000,서울특별시,용산구,이촌1동
219,이태원파출소,서울청,서울용산경찰서,용산구 이태원동 127,126.9944194,37.5343018,B,1117013000,서울특별시,용산구,이태원동,H,1117065000,서울특별시,용산구,이태원1동
220,한강로파출소,서울청,서울용산경찰서,용산구 용산동5가 24,126.9700267,37.5238969,B,1117012700,서울특별시,용산구,용산동5가,H,1117062500,서울특별시,용산구,한강로동
221,한남파출소,서울청,서울용산경찰서,용산구 한남동 622-3,127.0063822,37.5310655,B,1117013100,서울특별시,용산구,한남동,H,1117068500,서울특별시,용산구,한남동
222,대조파출소,서울청,서울은평경찰서,은평구 대조동5-17,126.9289875,37.6111571,B,1138010600,서울특별시,은평구,대조동,H,1138057000,서울특별시,은평구,대조동
223,불광지구대,서울청,서울은평경찰서,은평구 불광동423-16,126.9265999,37.6214199,B,1138010300,서울특별시,은평구,불광동,H,1138053000,서울특별시,은평구,불광2동
224,서울은평경찰서,서울청,서울은평경찰서,은평구 불광2동 산24,126.9286273,37.6285175,B,1138010300,서울특별시,은평구,불광동,H,1138053000,서울특별시,은평구,불광2동
225,역촌파출소,서울청,서울은평경찰서,은평구 역촌동 62-26,126.9150875,37.6046071,B,1138010800,서울특별시,은평구,역촌동,H,1138062500,서울특별시,은평구,역촌동
226,연신내지구대,서울청,서울은평경찰서,은평구 갈현동436-14,126.9128181,37.6152089,B,1138010400,서울특별시,은평구,갈현동,H,1138055200,서울특별시,은평구,갈현2동
227,진관파출소,서울청,서울은평경찰서,은평구 진관동 산 100-23,126.9207247,37.6395818,B,1138011400,서울특별시,은평구,진관동,H,1138069000,서울특별시,은평구,진관동
228,관수파출소,서울청,서울종로경찰서,종로구 관철동 33-1,126.9879704,37.5688599,B,1111013500,서울특별시,종로구,관철동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
229,교남파출소,서울청,서울종로경찰서,종로구 교북동 35-5,126.9621604,37.5710925,B,1111018000,서울특별시,종로구,교북동,H,1111058000,서울특별시,종로구,교남동
230,사직파출소,서울청,서울종로경찰서,종로구 사직동 1-48,126.968588,37.576333,B,1111011500,서울특별시,종로구,사직동,H,1111053000,서울특별시,종로구,사직동
231,삼청파출소,서울청,서울종로경찰서,종로구 소격동 1,126.981125,37.581425,B,1111014200,서울특별시,종로구,소격동,H,1111054000,서울특별시,종로구,삼청동
232,서울종로경찰서,서울청,서울종로경찰서,종로구 경운동 90-18,126.9848753,37.5756582,B,1111013400,서울특별시,종로구,경운동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
233,세검정파출소,서울청,서울종로경찰서,종로구 홍지동 95-1번지,126.9584595,37.6000412,B,1111018500,서울특별시,종로구,홍지동,H,1111055000,서울특별시,종로구,부암동
234,세종로파출소,서울청,서울종로경찰서,중구 태평로 1가 68,126.9763591,37.5689804,B,1114010300,서울특별시,중구,태평로1가,H,1114055000,서울특별시,중구,명동
235,신문로파출소,서울청,서울종로경찰서,종로구 신문로1가 58-16,126.9722125,37.5707667,B,1111012000,서울특별시,종로구,신문로1가,H,1111053000,서울특별시,종로구,사직동
236,옥인파출소,서울청,서울종로경찰서,종로구 옥인동 45-16,126.9694323,37.5814739,B,1111011100,서울특별시,종로구,옥인동,H,1111051500,서울특별시,종로구,청운효자동
237,종로2가지구대,서울청,서울종로경찰서,종로구 종로2가동39-3,126.9889123,37.5705435,B,1111013800,서울특별시,종로구,종로2가,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
238,청운파출소,서울청,서울종로경찰서,종로구 궁정동 12-1,126.9705835,37.5842364,B,1111010300,서울특별시,종로구,궁정동,H,1111051500,서울특별시,종로구,청운효자동
239,청진파출소,서울청,서울종로경찰서,종로구 수송동 146-2,126.9790503,37.5726508,B,1111012400,서울특별시,종로구,수송동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
240,통의파출소,서울청,서울종로경찰서,종로구 통의동 35-66,126.973975,37.5767833,B,1111010600,서울특별시,종로구,통의동,H,1111053000,서울특별시,종로구,사직동
241,평창파출소,서울청,서울종로경찰서,종로구 평창동 232,126.9666215,37.6052471,B,1111018300,서울특별시,종로구,평창동,H,1111056000,서울특별시,종로구,평창동
242,서울종암경찰서,서울청,서울종암경찰서,성북구 종암1동 3-1260,127.0323527,37.6022069,B,1129013500,서울특별시,성북구,종암동,H,1129070500,서울특별시,성북구,종암동
243,석관파출소,서울청,서울종암경찰서,성북구 석관동 407-3,127.0552787,37.6090752,B,1129013900,서울특별시,성북구,석관동,H,1129081000,서울특별시,성북구,석관동
244,월곡지구대,서울청,서울종암경찰서,성북구 월곡1동 90-1152,127.0324113,37.6044391,B,1129013600,서울특별시,성북구,하월곡동,H,1129071500,서울특별시,성북구,월곡1동
245,장위지구대,서울청,서울종암경찰서,성북구 장위2동 68-161,127.0514375,37.6100071,B,1129013800,서울특별시,성북구,장위동,H,1129077000,서울특별시,성북구,장위2동
246,종암파출소,서울청,서울종암경찰서,성북구 종암동 80-9,127.0312222,37.600123,B,1129013500,서울특별시,성북구,종암동,H,1129070500,서울특별시,성북구,종암동
247,망우지구대,서울청,서울중랑경찰서,중랑구 망우본동 489-7,127.095775,37.5991154,B,1126010500,서울특별시,중랑구,망우동,H,1126065500,서울특별시,중랑구,망우본동
248,먹골파출소,서울청,서울중랑경찰서,중랑구 묵1동 120,127.081558,37.614602,B,1126010400,서울특별시,중랑구,묵동,H,1126062000,서울특별시,중랑구,묵1동
249,면목본동파출소,서울청,서울중랑경찰서,중랑구 면목본동 71-24,127.0938721,37.5882093,B,1126010100,서울특별시,중랑구,면목동,H,1126056500,서울특별시,중랑구,면목본동
250,면목삼팔파출소,서울청,서울중랑경찰서,중랑구 면목3.8동 1508-3,127.0841625,37.5832083,B,1126010100,서울특별시,중랑구,면목동,H,1126057500,서울특별시,중랑구,면목제3.8동
251,봉화지구대,서울청,서울중랑경찰서,중랑구 신내2동 644-3,127.09555,37.6147821,B,1126010600,서울특별시,중랑구,신내동,H,1126069000,서울특별시,중랑구,신내2동
252,상봉파출소,서울청,서울중랑경찰서,중랑구 면목2동 198-1,127.072813,37.59134,B,1126010100,서울특별시,중랑구,면목동,H,1126052000,서울특별시,중랑구,면목2동
253,서울중랑경찰서,서울청,서울중랑경찰서,중랑구 묵2동 249-2,127.0765358,37.605649,B,1126010400,서울특별시,중랑구,묵동,H,1126063000,서울특별시,중랑구,묵2동
254,용마지구대,서울청,서울중랑경찰서,중랑구 면목5동 168-1,127.0799236,37.5809266,B,1126010100,서울특별시,중랑구,면목동,H,1126055000,서울특별시,중랑구,면목5동
255,중화지구대,서울청,서울중랑경찰서,중랑구 중화2동 326-114,127.0722364,37.5979913,B,1126010300,서울특별시,중랑구,중화동,H,1126061000,서울특별시,중랑구,중화2동
256,광희지구대,서울청,서울중부경찰서,중구 신당동 250-10,127.0134056,37.5652525,B,1114016200,서울특별시,중구,신당동,H,1114061500,서울특별시,중구,신당동
257,서울중부경찰서,서울청,서울중부경찰서,중구 저동2가 62-1,126.9896139,37.5635144,B,1114016100,서울특별시,중구,저동2가,H,1114060500,서울특별시,중구,을지로동
258,신당파출소,서울청,서울중부경찰서,중구 신당5동 100-1,127.0163928,37.5650526,B,1114016200,서울특별시,중구,신당동,H,1114065000,서울특별시,중구,신당5동
259,약수지구대,서울청,서울중부경찰서,중구 신당3동 844-3,127.012375,37.552175,B,1114016200,서울특별시,중구,신당동,H,1114063500,서울특별시,중구,약수동
260,을지로3가파출소,서울청,서울중부경찰서,중구 을3가 291-50,126.9928763,37.5661306,B,1114015500,서울특별시,중구,을지로3가,H,1114060500,서울특별시,중구,을지로동
261,을지지구대,서울청,서울중부경찰서,중구 을지5가 72-2,127.0038758,37.5665337,B,1114015100,서울특별시,중구,을지로5가,H,1114060500,서울특별시,중구,을지로동
262,장충파출소,서울청,서울중부경찰서,중구 장충2가 196-2,127.0047941,37.55877,B,1114014400,서울특별시,중구,장충동2가,H,1114058000,서울특별시,중구,장충동
263,충무파출소,서울청,서울중부경찰서,중구 필동1가 20-5,126.9915414,37.5608047,B,1114013700,서울특별시,중구,필동1가,H,1114057000,서울특별시,중구,필동
264,대학로파출소,서울청,서울혜화경찰서,종로구 동숭동 201-10,127.0060389,37.5786167,B,1111016800,서울특별시,종로구,동숭동,H,1111064000,서울특별시,종로구,이화동
265,덕산파출소,서울청,서울혜화경찰서,종로구 창신2동 594-8호,127.010525,37.575975,B,1111017400,서울특별시,종로구,창신동,H,1111068000,서울특별시,종로구,창신2동
266,동묘파출소,서울청,서울혜화경찰서,종로구 숭인동 242-7호,127.0171346,37.5727079,B,1111017500,서울특별시,종로구,숭인동,H,1111071000,서울특별시,종로구,숭인2동
267,명륜파출소,서울청,서울혜화경찰서,종로구 명륜1가 14-1,126.9966441,37.5874576,B,1111017000,서울특별시,종로구,명륜1가,H,1111065000,서울특별시,종로구,혜화동
268,서울혜화경찰서,서울청,서울혜화경찰서,종로구 인의동 48-57,126.9989318,37.5718764,B,1111015700,서울특별시,종로구,인의동,H,1111061500,서울특별시,종로구,종로1.2.3.4가동
269,종로5가파출소,서울청,서울혜화경찰서,종로구 종로5가 138-1,127.0016065,37.5707266,B,1111016300,서울특별시,종로구,종로5가,H,1111063000,서울특별시,종로구,종로5.6가동
270,창신파출소,서울청,서울혜화경찰서,종로구 창신3동 23-373호,127.0137022,37.5784823,B,1111017400,서울특별시,종로구,창신동,H,1111069000,서울특별시,종로구,창신3동
271,혜화파출소,서울청,서울혜화경찰서,종로구 혜화동 93-1,127.0014217,37.5861349,B,1111016900,서울특별시,종로구,혜화동,H,1111065000,서울특별시,종로구,혜화동
272,효제파출소,서울청,서울혜화경찰서,종로구 충신동 105번지,127.0036063,37.5742595,B,1111016700,서울특별시,종로구,충신동,H,1111063000,서울특별시,종로구,종로5.6가동
273,서울청,서울청,서울청,종로구 내자동 20-11,126.9720724,37.5750599,B,1111011400,서울특별시,종로구,내자동,H,1111053000,서울특별시,종로구,사직동
